黑龙江省,哈尔滨市,黑龙江省,双江拉祜族佤族布朗族傣族自治县,云南省,临沧市,双江拉祜族佤族布朗族傣族自治县,,,
吉林省,黑河市,黑龙江省,积石山保安族东乡族撒拉族自治县,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,,,
辽宁省,伊春市,黑龙江省,镇沅彝族哈尼族拉祜族自治县,云南省,普洱市,镇沅彝族哈尼族拉祜族自治县,,,
北京市,齐齐哈尔市,黑龙江省,元江哈尼族彝族傣族自治县,云南省,玉溪市,元江哈尼族彝族傣族自治县,,,
天津,鹤岗市,黑龙江省,孟连傣族拉祜族佤族自治县,云南省,普洱市,孟连傣族拉祜族佤族自治县,,,
河北省,佳木斯市,黑龙江省,威宁彝族回族苗族自治县,贵州省,毕节地区,威宁彝族回族苗族自治县,,,
山西省,双鸭山市,黑龙江省,前郭尔罗斯蒙古族自治县,吉林省,松原市,前郭尔罗斯蒙古族自治县,,,
内蒙古自治区,绥化市,黑龙江省,莫力达瓦达斡尔族自治旗,内蒙古自治区,呼伦贝尔市,莫力达瓦达斡尔族自治旗,,,
江苏省,大庆市,黑龙江省,喀喇沁左翼蒙古族自治县,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,,,
浙江省,七台河市,黑龙江省,金平苗族瑶族傣族自治县,云南省,红河哈尼族彝族自治州,金平苗族瑶族傣族自治县,,,
安徽省,鸡西市,黑龙江省,紫云苗族布依族自治县,贵州省,安顺市,紫云苗族布依族自治县,,,
福建省,牡丹江市,黑龙江省,镇宁布依族苗族自治县,贵州省,安顺市,镇宁布依族苗族自治县,,,
江西省,绥芬河市,黑龙江省,酉阳土家族苗族自治县,重庆,重庆市,酉阳土家族苗族自治县,,,
山东省,长春市,吉林省,酉阳土家族苗族自治县,四川省,成都市,酉阳土家族苗族自治县,,,
台湾,白城市,吉林省,印江土家族苗族自治县,贵州省,铜仁地区,印江土家族苗族自治县,,,
河南省,松原市,吉林省,秀山土家族苗族自治县,重庆,重庆市,秀山土家族苗族自治县,,,
湖北省,吉林市,吉林省,务川仡佬族苗族自治县,贵州省,遵义市,务川仡佬族苗族自治县,,,
湖南省,四平市,吉林省,围场满族蒙古族自治县,河北省,承德市,围场满族蒙古族自治县,,,
广东省,辽源市,吉林省,彭水苗族土家族自治县,重庆,重庆市,彭水苗族土家族自治县,,,
广西壮族自治区,白山市,吉林省,宁洱哈尼族彝族自治县,云南省,普洱市,宁洱哈尼族彝族自治县,,,
海南省,通化市,吉林省,兰坪白族普米族自治县,云南省,怒江傈僳族自治州,兰坪白族普米族自治县,,,
四川省,延边朝鲜族自治州,吉林省,江城哈尼族彝族自治县,云南省,普洱市,江城哈尼族彝族自治县,,,
重庆市,沈阳市,辽宁省,和布克赛尔蒙古自治县,新疆维吾尔自治区,塔城地区,和布克赛尔蒙古自治县,,,
贵州省,铁岭市,辽宁省,关岭布依族苗族自治县,贵州省,安顺市,关岭布依族苗族自治县,,,
云南省,阜新市,辽宁省,贡山独龙族怒族自治县,云南省,怒江傈僳族自治州,贡山独龙族怒族自治县,,,
西藏自治区,抚顺市,辽宁省,杜尔伯特蒙古族自治县,黑龙江省,大庆市,杜尔伯特蒙古族自治县,,,
陕西省,本溪市,辽宁省,道真仡佬族苗族自治县,贵州省,遵义市,道真仡佬族苗族自治县,,,
甘肃省,辽阳市,辽宁省,阿克塞哈萨克族自治县,甘肃省,酒泉市,阿克塞哈萨克族自治县,,,
青海省,马鞍山市,安徽省,郑州经济技术开发区,河南省,郑州市,郑州经济技术开发区,,,
宁夏回族自治区,鞍山市,辽宁省,寻甸回族彝族自治县,云南省,昆明市,寻甸回族彝族自治县,,,
新疆维吾尔自治区,盘锦市,辽宁省,新平彝族傣族自治县,云南省,玉溪市,新平彝族傣族自治县,,,
上海,锦州市,辽宁省,巍山彝族回族自治县,云南省,大理白族自治州,巍山彝族回族自治县,,,
香港,葫芦岛市,辽宁省,琼中黎族苗族自治县,海南省,琼中黎族苗族自治县,琼中黎族苗族自治县,,,
澳门,营口市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,丹东市,辽宁省,民和回族土族自治县,青海省,海东地区,民和回族土族自治县,,,
,大连市,辽宁省,禄劝彝族苗族自治县,云南省,昆明市,禄劝彝族苗族自治县,,,
,北京市,北京,连山壮族瑶族自治县,广东省,清远市,连山壮族瑶族自治县,,,
,天津市,天津,靖州苗族侗族自治县,湖南省,怀化市,靖州苗族侗族自治县,,,
,石家庄市,河北省,景谷傣族彝族自治县,云南省,普洱市,景谷傣族彝族自治县,,,
,张家口市,河北省,耿马傣族佤族自治县,云南省,临沧市,耿马傣族佤族自治县,,,
,承德市,河北省,东侨经济技术开发区,福建省,宁德市,东侨经济技术开发区,,,
,唐山市,河北省,达尔罕茂明安联合旗,内蒙古自治区,包头市,达尔罕茂明安联合旗,,,
,秦皇岛市,河北省,保亭黎族苗族自治县,海南省,保亭黎族苗族自治县,保亭黎族苗族自治县,,,
,廊坊市,河北省,巴里坤哈萨克自治县,新疆维吾尔自治区,哈密地区,巴里坤哈萨克自治县,,,
,保定市,河北省,高新技术产业开发区,吉林省,长春市,高新技术产业开发区,,,
,沧州市,河北省,长阳土家族自治县,湖北省,宜昌市,长阳土家族自治县,,,
,衡水市,河北省,玉龙纳西族自治县,云南省,丽江市,玉龙纳西族自治县,,,
,,,如东县,江苏省,南通市,如东县,,,,,,
,,,融安县,广西壮族自治区,柳州市,融安县,,,,,,
,,,榕江县,贵州省,黔东南苗族侗族自治州,榕江县,,,,,,
,,,榕城区,广东省,揭阳市,榕城区,,,,,,
,,,容城县,河北省,保定市,容城县,,,,,,
,,,荣成市,山东省,威海市,荣成市,,,,,,
,,,荣昌县,重庆,重庆市,荣昌县,,,,,,
,,,荣昌县,四川省,成都市,荣昌县,,,,,,
,,,日土县,西藏自治区,阿里地区,日土县,,,,,,
,,,任丘市,河北省,沧州市,任丘市,,,,,,
,,,任城区,山东省,济宁市,任城区,,,,,,
,,,仁寿县,四川省,眉山市,仁寿县,,,,,,
,,,仁怀市,贵州省,遵义市,仁怀市,,,,,,
,,,仁怀市,贵州省,省直辖,仁怀市,,,,,,
,,,仁化县,广东省,韶关市,仁化县,,,,,,
,,,仁和区,四川省,攀枝花市,仁和区,,,,,,
,,,仁布县,西藏自治区,日喀则市,仁布县,,,,,,
,,,饶阳县,河北省,衡水市,饶阳县,,,,,,
,,,饶平县,广东省,潮州市,饶平县,,,,,,
,,,饶河县,黑龙江省,双鸭山市,饶河县,,,,,,
,,,壤塘县,四川省,阿坝藏族羌族自治州,壤塘县,,,,,,
,,,确山县,河南省,驻马店市,确山县,,,,,,
,,,泉山区,江苏省,徐州市,泉山区,,,,,,
,,,泉港区,福建省,泉州市,泉港区,,,,,,
,,,全州县,广西壮族自治区,桂林市,全州县,,,,,,
,,,全南县,江西省,赣州市,全南县,,,,,,
,,,全椒县,安徽省,滁州市,全椒县,,,,,,
,,,曲周县,河北省,邯郸市,曲周县,,,,,,
,,,曲阳县,河北省,保定市,曲阳县,,,,,,
,,,曲沃县,山西省,临汾市,曲沃县,,,,,,
,,,曲松县,西藏自治区,山南地区,曲松县,,,,,,
,,,曲水县,西藏自治区,拉萨市,曲水县,,,,,,
,,,曲江区,广东省,韶关市,曲江区,,,,,,
,,,曲阜市,山东省,济宁市,曲阜市,,,,,,
,,,衢江区,浙江省,衢州市,衢江区,,,,,,
,,,丘北县,云南省,文山壮族苗族自治州,丘北县,,,,,,
,,,琼山区,海南省,海口市,琼山区,,,,,,
,,,琼结县,西藏自治区,山南地区,琼结县,,,,,,
,,,琼海市,海南省,琼海市,琼海市,,,,,,
,,,邛崃市,四川省,成都市,邛崃市,,,,,,
,,,庆云县,山东省,德州市,庆云县,,,,,,
,,,庆元县,浙江省,丽水市,庆元县,,,,,,
,,,庆城县,甘肃省,庆阳市,庆城县,,,,,,
,,,庆安县,黑龙江省,绥化市,庆安县,,,,,,
,,,晴隆县,贵州省,黔西南布依族苗族自治州,晴隆县,,,,,,
,,,清镇市,贵州省,贵阳市,清镇市,,,,,,
,,,清苑县,河北省,保定市,清苑县,,,,,,
,,,清徐县,山西省,太原市,清徐县,,,,,,
,,,清新区,广东省,清远市,清新区,原清新县改为：清新区,,,,,
,,,清水县,甘肃省,天水市,清水县,,,,,,
,,,清浦区,江苏省,淮安市,清浦区,,,,,,
,,,清流县,福建省,三明市,清流县,,,,,,
,,,清涧县,陕西省,榆林市,清涧县,,,,,,
,,,清河县,河北省,邢台市,清河县,,,,,,
,,,清河区,辽宁省,铁岭市,清河区,,,,,,
,,,清河区,江苏省,淮安市,清河区,,,,,,
,,,清丰县,河南省,濮阳市,清丰县,,,,,,
,,,清城区,广东省,清远市,清城区,,,,,,
,,,青州市,山东省,潍坊市,青州市,,,,,,
,,,青原区,江西省,吉安市,青原区,,,,,,
,,,青阳县,安徽省,池州市,青阳县,,,,,,
,,,青羊区,四川省,成都市,青羊区,,,,,,
,,,青秀区,广西壮族自治区,南宁市,青秀区,,,,,,
,,,昌都县,西藏自治区,昌都地区,昌都县,,,,,,
,,,青田县,浙江省,丽水市,青田县,,,,,,
,,,青神县,四川省,眉山市,青神县,,,,,,
,,,青山区,内蒙古自治区,包头市,青山区,,,,,,
,,,青山区,湖北省,武汉市,青山区,,,,,,
,,,青浦区,上海,上海市,青浦区,,,,,,
,,,青河县,新疆维吾尔自治区,阿勒泰地区,青河县,,,,,,
,,,青冈县,黑龙江省,绥化市,青冈县,,,,,,
,,,青川县,四川省,广元市,青川县,,,,,,
,,,沁源县,山西省,长治市,沁源县,,,,,,
,,,沁阳市,河南省,焦作市,沁阳市,,,,,,
,,,沁水县,山西省,晋城市,沁水县,,,,,,
,,,秦州区,甘肃省,天水市,秦州区,,,,,,
,,,秦淮区,江苏省,南京市,秦淮区,,,,,,
,,,秦都区,陕西省,咸阳市,秦都区,,,,,,
,,,秦安县,甘肃省,天水市,秦安县,,,,,,
,,,钦南区,广西壮族自治区,钦州市,钦南区,,,,,,
,,,钦北区,广西壮族自治区,钦州市,钦北区,,,,,,
,,,且末县,新疆维吾尔自治区,巴音郭楞蒙古自治州,且末县,,,,,,
,,,巧家县,云南省,昭通市,巧家县,,,,,,
,,,谯城区,安徽省,亳州市,谯城区,,,,,,
,,,硚口区,湖北省,武汉市,硚口区,,,,,,
,,,黔西县,贵州省,毕节地区,黔西县,,,,,,
,,,黔江区,重庆,重庆市,黔江区,,,,,,
,,,潜山县,安徽省,安庆市,潜山县,,,,,,
,,,潜江市,湖北省,省直辖,潜江市,,,,,,
,,,乾安县,吉林省,松原市,乾安县,,,,,,
,,,前进区,黑龙江省,佳木斯市,前进区,,,,,,
,,,前锋区,四川省,广安市,前锋区,,,,,,
,,,铅山县,江西省,上饶市,铅山县,,,,,,
,,,迁西县,河北省,唐山市,迁西县,,,,,,
,,,迁安市,河北省,唐山市,迁安市,,,,,,
,,,千阳县,陕西省,宝鸡市,千阳县,,,,,,
,,,千山区,辽宁省,鞍山市,千山区,,,,,,
,,,启东市,江苏省,南通市,启东市,,,,,,
,,,麒麟区,云南省,曲靖市,麒麟区,,,,,,
,,,蕲春县,湖北省,黄冈市,蕲春县,,,,,,
,,,綦江区,重庆,重庆市,綦江区,,,,,,
,,,淇滨区,河南省,鹤壁市,淇滨区,,,,,,
,,,奇台县,新疆维吾尔自治区,昌吉回族自治州,奇台县,,,,,,
,,,岐山县,陕西省,宝鸡市,岐山县,,,,,,
,,,祁阳县,湖南省,永州市,祁阳县,,,,,,
,,,祁门县,安徽省,黄山市,祁门县,,,,,,
,,,祁连县,青海省,海北藏族自治州,祁连县,,,,,,
,,,祁东县,湖南省,衡阳市,祁东县,,,,,,
,,,齐河县,山东省,德州市,齐河县,,,,,,
,,,栖霞市,山东省,烟台市,栖霞市,,,,,,
,,,栖霞区,江苏省,南京市,栖霞区,,,,,,
,,,七星区,广西壮族自治区,桂林市,七星区,,,,,,
,,,普陀区,上海,上海市,普陀区,,,,,,
,,,普陀区,浙江省,舟山市,普陀区,,,,,,
,,,普宁市,广东省,揭阳市,普宁市,,,,,,
,,,普兰县,西藏自治区,阿里地区,普兰县,,,,,,
,,,普格县,四川省,凉山彝族自治州,普格县,,,,,,
,,,普定县,贵州省,安顺市,普定县,,,,,,
,,,普安县,贵州省,黔西南布依族苗族自治州,普安县,,,,,,
,,,浦口区,江苏省,南京市,浦口区,,,,,,
,,,浦江县,浙江省,金华市,浦江县,,,,,,
,,,浦城县,福建省,南平市,浦城县,,,,,,
,,,浦北县,广西壮族自治区,钦州市,浦北县,,,,,,
,,,濮阳县,河南省,濮阳市,濮阳县,,,,,,
,,,蒲江县,四川省,成都市,蒲江县,,,,,,
,,,蒲城县,陕西省,渭南市,蒲城县,,,,,,
,,,鄱阳县,江西省,上饶市,鄱阳县,,,,,,
,,,坡头区,广东省,湛江市,坡头区,,,,,,
,,,屏山县,四川省,宜宾市,屏山县,,,,,,
,,,屏南县,福建省,宁德市,屏南县,,,,,,
,,,凭祥市,广西壮族自治区,崇左市,凭祥市,,,,,,
,,,平远县,广东省,梅州市,平远县,,,,,,
,,,平原县,山东省,德州市,平原县,,,,,,
,,,平舆县,河南省,驻马店市,平舆县,,,,,,
,,,平阴县,山东省,济南市,平阴县,,,,,,
,,,平邑县,山东省,临沂市,平邑县,,,,,,
,,,平遥县,山西省,晋中市,平遥县,,,,,,
,,,平阳县,浙江省,温州市,平阳县,,,,,,
,,,平乡县,河北省,邢台市,平乡县,,,,,,
,,,平武县,四川省,绵阳市,平武县,,,,,,
,,,平塘县,贵州省,黔南布依族苗族自治州,平塘县,,,,,,
,,,平潭县,福建省,福州市,平潭县,,,,,,
,,,平潭县,福建省,平潭县,平潭县,,,,,,
,,,平顺县,山西省,长治市,平顺县,,,,,,
,,,平山县,河北省,石家庄市,平山县,,,,,,
,,,平山区,辽宁省,本溪市,平山区,,,,,,
,,,平泉县,河北省,承德市,平泉县,,,,,,
,,,平桥区,河南省,信阳市,平桥区,,,,,,
,,,平南县,广西壮族自治区,贵港市　　,平南县,,,,,,
,,,平罗县,宁夏回族自治区,石嘴山市,平罗县,,,,,,
,,,平陆县,山西省,运城市,平陆县,,,,,,
,,,平鲁区,山西省,朔州市,平鲁区,,,,,,
,,,平利县,陕西省,安康市,平利县,,,,,,
,,,平乐县,广西壮族自治区,桂林市,平乐县,,,,,,
,,,平江县,湖南省,岳阳市,平江县,,,,,,
,,,平湖市,浙江省,嘉兴市,平湖市,,,,,,
,,,平和县,福建省,漳州市,平和县,,,,,,
,,,平果县,广西壮族自治区,百色市,平果县,,,,,,
,,,平谷区,北京,北京市,平谷区,,,,,,
,,,平房区,黑龙江省,哈尔滨市,平房区,,,,,,
,,,平度市,山东省,青岛市,平度市,,,,,,
,,,平定县,山西省,阳泉市,平定县,,,,,,
,,,平川区,甘肃省,白银市,平川区,,,,,,
,,,平昌县,四川省,巴中市,平昌县,,,,,,
,,,平坝县,贵州省,安顺市,平坝县,,,,,,
,,,平安县,青海省,海东地区,平安县,,,,,,
,,,偏关县,山西省,忻州市,偏关县,,,,,,
,,,皮山县,新疆维吾尔自治区,和田地区,皮山县,,,,,,
,,,邳州市,江苏省,徐州市,邳州市,,,,,,
,,,蓬溪县,四川省,遂宁市,蓬溪县,,,,,,
,,,蓬莱市,山东省,烟台市,蓬莱市,,,,,,
,,,蓬江区,广东省,江门市,蓬江区,,,,,,
,,,蓬安县,四川省,南充市,蓬安县,,,,,,
,,,彭州市,四川省,成都市,彭州市,,,,,,
,,,彭泽县,江西省,九江市,彭泽县,,,,,,
,,,彭阳县,宁夏回族自治区,固原市,彭阳县,,,,,,
,,,彭水县,四川省,成都市,彭水苗族土家族自治县,,,,,,
,,,彭山县,四川省,眉山市,彭山县,,,,,,
,,,磐石市,吉林省,吉林市,磐石市,,,,,,
,,,磐安县,浙江省,金华市,磐安县,,,,,,
,,,盘山县,辽宁省,盘锦市,盘山县,,,,,,
,,,盘龙区,云南省,昆明市,盘龙区,,,,,,
,,,潘集区,安徽省,淮南市,潘集区,,,,,,
,,,瓯海区,浙江省,温州市,瓯海区,,,,,,
,,,农安县,吉林省,长春市,农安县,,,,,,
,,,宁远县,湖南省,永州市,宁远县,,,,,,
,,,宁阳县,山东省,泰安市,宁阳县,,,,,,
,,,宁乡县,湖南省,长沙市,宁乡县,,,,,,
,,,宁武县,山西省,忻州市,宁武县,,,,,,
,,,宁陕县,陕西省,安康市,宁陕县,,,,,,
,,,宁强县,陕西省,汉中市,宁强县,,,,,,
,,,宁南县,四川省,凉山彝族自治州,宁南县,,,,,,
,,,宁明县,广西壮族自治区,崇左市,宁明县,,,,,,
,,,宁陵县,河南省,商丘市,宁陵县,,,,,,
,,,宁晋县,河北省,邢台市,宁晋县,,,,,,
,,,宁津县,山东省,德州市,宁津县,,,,,,
,,,宁江区,吉林省,松原市,宁江区,,,,,,
,,,宁化县,福建省,三明市,宁化县,,,,,,
,,,宁河县,天津,天津市,宁河县,,,,,,
,,,宁海县,浙江省,宁波市,宁海县,,,,,,
,,,宁国市,安徽省,宣城市,宁国市,,,,,,
,,,宁都县,江西省,赣州市,宁都县,,,,,,
,,,宁城县,内蒙古自治区,赤峰市,宁城县,,,,,,
,,,宁安市,黑龙江省,牡丹江市,宁安市,,,,,,
,,,聂荣县,西藏自治区,那曲地区,聂荣县,,,,,,
,,,尼木县,西藏自治区,拉萨市,尼木县,,,,,,
,,,尼玛县,西藏自治区,那曲地区,尼玛县,,,,,,
,,,嫩江县,黑龙江省,黑河市,嫩江县,,,,,,
,,,内乡县,河南省,南阳市,内乡县,,,,,,
,,,内丘县,河北省,邢台市,内丘县,,,,,,
,,,内黄县,河南省,安阳市,内黄县,,,,,,
,,,讷河市,黑龙江省,齐齐哈尔市,讷河市,,,,,,
,,,囊谦县,青海省,玉树藏族自治州,囊谦县,,,,,,
,,,南郑县,陕西省,汉中市,南郑县,,,,,,
,,,南召县,河南省,南阳市,南召县,,,,,,
,,,南长区,江苏省,无锡市,南长区,,,,,,
,,,南漳县,湖北省,襄阳市,南漳县,,,,,,
,,,南岳区,湖南省,衡阳市,南岳区,,,,,,
,,,南浔区,浙江省,湖州市,南浔区,,,,,,
,,,南雄市,广东省,韶关市,南雄市,,,,,,
,,,南溪县,四川省,宜宾市,南溪县,旧，撤南溪县，设南溪区,,,,,
,,,南溪区,四川省,宜宾市,南溪区,撤南溪县，设南溪区,,,,,
,,,南市区,河北省,保定市,南市区,,,,,,
,,,南山区,广东省,深圳市,南山区,,,,,,
,,,南山区,黑龙江省,鹤岗市,南山区,,,,,,
,,,南沙区,广东省,广州市,南沙区,,,,,,
,,,南谯区,安徽省,滁州市,南谯区,,,,,,
,,,南票区,辽宁省,葫芦岛市,南票区,,,,,,
,,,南皮县,河北省,沧州市,南皮县,,,,,,
,,,南明区,贵州省,贵阳市,南明区,,,,,,
,,,南陵县,安徽省,芜湖市,南陵县,,,,,,
,,,南乐县,河南省,濮阳市,南乐县,,,,,,
,,,南康区,江西省,赣州市,南康区,,,,,,
,,,南开区,天津,天津市,南开区,,,,,,
,,,南靖县,福建省,漳州市,南靖县,,,,,,
,,,南郊区,山西省,大同市,南郊区,,,,,,
,,,南江县,四川省,巴中市,南江县,,,,,,
,,,南华县,云南省,楚雄彝族自治州,南华县,,,,,,
,,,南湖区,浙江省,嘉兴市,南湖区,,,,,,
,,,南和县,河北省,邢台市,南和县,,,,,,
,,,南海区,广东省,佛山市,南海区,,,,,,
,,,南关区,吉林省,长春市,南关区,,,,,,
,,,南宫市,河北省,邢台市,南宫市,,,,,,
,,,南岗区,黑龙江省,哈尔滨市,南岗区,,,,,,
,,,南丰县,江西省,抚州市,南丰县,,,,,,
,,,南芬区,辽宁省,本溪市,南芬区,,,,,,
,,,南丹县,广西壮族自治区,河池市,南丹县,,,,,,
,,,南川区,重庆,重庆市,南川区,,,,,,
,,,南城县,江西省,抚州市,南城县,,,,,,
,,,南昌县,江西省,南昌市,南昌县,,,,,,
,,,南岔区,黑龙江省,伊春市,南岔区,,,,,,
,,,南部县,四川省,南充市,南部县,,,,,,
,,,南澳县,广东省,汕头市,南澳县,,,,,,
,,,南岸区,重庆,重庆市,南岸区,,,,,,
,,,南安市,福建省,泉州市,南安市,,,,,,
,,,奈曼旗,内蒙古自治区,通辽市,奈曼旗,,,,,,
,,,乃东县,西藏自治区,山南地区,乃东县,,,,,,
,,,纳雍县,贵州省,毕节地区,纳雍县,,,,,,
,,,纳溪区,四川省,泸州市,纳溪区,,,,,,
,,,那曲县,西藏自治区,那曲地区,那曲县,,,,,,
,,,那坡县,广西壮族自治区,百色市,那坡县,,,,,,
,,,穆棱市,黑龙江省,牡丹江市,穆棱市,,,,,,
,,,牧野区,河南省,新乡市,牧野区,,,,,,
,,,沐川县,四川省,乐山市,沐川县,,,,,,
,,,木兰县,黑龙江省,哈尔滨市,木兰县,,,,,,
,,,牡丹区,山东省,菏泽市　　,牡丹区,,,,,,
,,,牟平区,山东省,烟台市,牟平区,,,,,,
,,,牟定县,云南省,楚雄彝族自治州,牟定县,,,,,,
,,,墨玉县,新疆维吾尔自治区,和田地区,墨玉县,,,,,,
,,,墨脱县,西藏自治区,林芝地区,墨脱县,,,,,,
,,,漠河县,黑龙江省,大兴安岭地区,漠河县,,,,,,
,,,明溪县,福建省,三明市,明溪县,,,,,,
,,,明水县,黑龙江省,绥化市,明水县,,,,,,
,,,明山区,辽宁省,本溪市,明山区,,,,,,
,,,明光市,安徽省,滁州市,明光市,,,,,,
,,,名山县,四川省,雅安市,名山县,,,,,,
,,,名山区,四川省,雅安市,名山区,,,,,,
,,,闽清县,福建省,福州市,闽清县,,,,,,
,,,闽侯县,福建省,福州市,闽侯县,,,,,,
,,,闵行区,上海,上海市,闵行区,,,,,,
,,,民权县,河南省,商丘市,民权县,,,,,,
,,,民勤县,甘肃省,武威市,民勤县,,,,,,
,,,民乐县,甘肃省,张掖市,民乐县,,,,,,
,,,民丰县,新疆维吾尔自治区,和田地区,民丰县,,,,,,
,,,渑池县,河南省,三门峡市,渑池县,,,,,,
,,,冕宁县,四川省,凉山彝族自治州,冕宁县,,,,,,
,,,绵竹市,四川省,德阳市,绵竹市,,,,,,
,,,密云县,北京,北京市,密云县,,,,,,
,,,密山市,黑龙江省,鸡西市,密山市,,,,,,
,,,泌阳县,河南省,驻马店市,泌阳县,,,,,,
,,,汨罗市,湖南省,岳阳市,汨罗市,,,,,,
,,,米脂县,陕西省,榆林市,米脂县,,,,,,
,,,米易县,四川省,攀枝花市,米易县,,,,,,
,,,米林县,西藏自治区,林芝地区,米林县,,,,,,
,,,米东区,新疆维吾尔自治区,乌鲁木齐市,米东区,,,,,,
,,,弥勒县,云南省,红河哈尼族彝族自治州,弥勒县,旧称，现改：弥勒市,,,,,
,,,弥勒市,云南省,红河哈尼族彝族自治州,弥勒市,,,,,,
,,,弥渡县,云南省,大理白族自治州,弥渡县,,,,,,
,,,孟州市,河南省,焦作市,孟州市,,,,,,
,,,孟津县,河南省,洛阳市,孟津县,,,,,,
,,,勐腊县,云南省,西双版纳傣族自治州,勐腊县,,,,,,
,,,勐海县,云南省,西双版纳傣族自治州,勐海县,,,,,,
,,,蒙自县,云南省,红河哈尼族彝族自治州,蒙自县,,,,,,
,,,蒙自市,云南省,红河哈尼族彝族自治州,蒙自市,撤蒙自县，设蒙自市,,,,,
,,,蒙阴县,山东省,临沂市,蒙阴县,,,,,,
,,,蒙山县,广西壮族自治区,梧州市,蒙山县,,,,,,
,,,蒙城县,安徽省,亳州市,蒙城县,,,,,,
,,,美溪区,黑龙江省,伊春市,美溪区,,,,,,
,,,美兰区,海南省,海口市,美兰区,,,,,,
,,,美姑县,四川省,凉山彝族自治州,美姑县,,,,,,
,,,湄潭县,贵州省,遵义市,湄潭县,,,,,,
,,,梅县区,广东省,梅州市,梅县区,撤梅县，设梅县区,,,,,
,,,梅列区,福建省,三明市,梅列区,,,,,,
,,,梅江区,广东省,梅州市,梅江区,,,,,,
,,,茂南区,广东省,茂名市,茂南区,,,,,,
,,,茂港区,广东省,茂名市,茂港区,旧称，现和电白县合并改为：电白区,,,,,
,,,茅箭区,湖北省,十堰市,茅箭区,,,,,,
,,,芒康县,西藏自治区,昌都地区,芒康县,,,,,,
,,,满城县,河北省,保定市,满城县,,,,,,
,,,麦积区,甘肃省,天水市,麦积区,,,,,,
,,,玛曲县,甘肃省,甘南藏族自治州,玛曲县,,,,,,
,,,玛沁县,青海省,果洛藏族自治州,玛沁县,,,,,,
,,,玛多县,青海省,果洛藏族自治州,玛多县,,,,,,
,,,马尾区,福建省,福州市,马尾区,,,,,,
,,,马山县,广西壮族自治区,南宁市,马山县,,,,,,
,,,马龙县,云南省,曲靖市,马龙县,,,,,,
,,,马关县,云南省,文山壮族苗族自治州,马关县,,,,,,
,,,马村区,河南省,焦作市,马村区,,,,,,
,,,麻章区,广东省,湛江市,麻章区,,,,,,
,,,麻山区,黑龙江省,鸡西市,麻山区,,,,,,
,,,麻江县,贵州省,黔东南苗族侗族自治州,麻江县,,,,,,
,,,麻城市,湖北省,黄冈市,麻城市,,,,,,
,,,略阳县,陕西省,汉中市,略阳县,,,,,,
,,,绿园区,吉林省,长春市,绿园区,,,,,,
,,,绿春县,云南省,红河哈尼族彝族自治州,绿春县,,,,,,
,,,洛扎县,西藏自治区,山南地区,洛扎县,,,,,,
,,,洛浦县,新疆维吾尔自治区,和田地区,洛浦县,,,,,,
,,,洛宁县,河南省,洛阳市,洛宁县,,,,,,
,,,洛南县,陕西省,商洛市,洛南县,,,,,,
,,,洛隆县,西藏自治区,昌都地区,洛隆县,,,,,,
,,,洛龙区,河南省,洛阳市,洛龙区,,,,,,
,,,洛江区,福建省,泉州市,洛江区,,,,,,
,,,洛川县,陕西省,延安市,洛川县,,,,,,
,,,萝岗区,广东省,广州市,萝岗区,,,,,,
,,,萝北县,黑龙江省,鹤岗市,萝北县,,,,,,
,,,罗庄区,山东省,临沂市,罗庄区,,,,,,
,,,罗源县,福建省,福州市,罗源县,,,,,,
,,,罗田县,湖北省,黄冈市,罗田县,,,,,,
,,,罗山县,河南省,信阳市,罗山县,,,,,,
,,,罗平县,云南省,曲靖市,罗平县,,,,,,
,,,罗江县,四川省,德阳市,罗江县,,,,,,
,,,罗湖区,广东省,深圳市,罗湖区,,,,,,
,,,罗定市,广东省,云浮市,罗定市,,,,,,
,,,罗甸县,贵州省,黔南布依族苗族自治州,罗甸县,,,,,,
,,,罗城仫佬族自治县,广西壮族自治区,河池市,罗城仫佬族自治县,,,,,,
,,,轮台县,新疆维吾尔自治区,巴音郭楞蒙古自治州,轮台县,,,,,,
,,,滦平县,河北省,承德市,滦平县,,,,,,
,,,滦南县,河北省,唐山市,滦南县,,,,,,
,,,栾川县,河南省,洛阳市,栾川县,,,,,,
,,,栾城区,河北省,石家庄市,栾城区,,,,,,
,,,潞城市,山西省,长治市,潞城市,,,,,,
,,,路桥区,浙江省,台州市,路桥区,,,,,,
,,,路南区,河北省,唐山市,路南区,,,,,,
,,,碌曲县,甘肃省,甘南藏族自治州,碌曲县,,,,,,
,,,禄丰县,云南省,楚雄彝族自治州,禄丰县,,,,,,
,,,鹿寨县,广西壮族自治区,柳州市,鹿寨县,,,,,,
,,,鹿邑县,河南省,周口市,鹿邑县,,,,,,
,,,鹿泉区,河北省,石家庄市,鹿泉区,,,,,,
,,,鹿城区,浙江省,温州市,鹿城区,,,,,,
,,,陆良县,云南省,曲靖市,陆良县,,,,,,
,,,陆河县,广东省,汕尾市,陆河县,,,,,,
,,,陆丰市,广东省,汕尾市,陆丰市,,,,,,
,,,陆川县,广西壮族自治区,玉林市,陆川县,,,,,,
,,,鲁山县,河南省,平顶山市,鲁山县,,,,,,
